MAT.1.1	Ecitabo co bwiburwa bwa Yesu Kristo, Omwana wa Daudi, Omwana wa Iburaimu.
REV.2.26	Mbe unu kaiga, nagumya ebikorwa byani kukinga ku bute:ro, oyo ndimuyana okutunga amaanga. 
REV.2.27	Aribatunga na isimbo ye cu:ma rwa jinyungu jo mumogi kutyo eja:twa. Okuba nikwo nayabirwe Rata. 
REV.2.28	Ka ndimuyana injota ya katondo. 
REV.2.29	Unu ari no kutwi, nongwe jinu Omwoyo kabwira jikanisa.
REV.3.1	Yandikira intumwa ya ikanisa ya Saridi ati, Unu ari ne Myoyo eta:nu ne:biri eja Nyamuanga na jinjota eta:nu ne:biri, niwe ka:ika ati, Nimenyere ebikorwa byao ati, uri na risi:na uti uri muanga, ke:nu ufu:ye. 
REV.3.2	Tengeja, urumye binu byasigaeo binu byariga nibyendo:kufwa, okuba nitarorere ku bikorwa byao binu biku:miye imbere ya Nyamuanga wani. 
REV.3.3	Mbe icuka kutyo waramiye na kutyo wonguywe. Ubigwate ebyo, ute. Mbe ukarema okutengeja, ndi:ja rwo mwifi, amwi utarimenya saa inu ndikwijirako. 
REV.3.4	Nawe uri na masi:na mato:to mu Saridi ga banu batajabiasisye ngubo jebwe. Abo bariribata aamwi nanye bafwaye jingubo jinyeru, okuba be:ire. 
REV.3.5	Nyaburiko na unu kaiga arifwafibwa jingubo jinyeru. Amwi jinitarisimya esi:na ryae mu citabo co buanga na katyari, Ka nditogora risi:na ryae imbere ya Rata, na imbere ya bamaraika bae. 
REV.3.6	Unu ari no kutwi, nongwe jinu Omwoyo kabwira jikanisa.
REV.3.7	Yandikira intumwa ya ikanisa ya Filadefia ati, Omweru no we cimari, unu ari no rufunguro rwa Daudi, na ka unu ke:gura, amwi atario unu ke:gara, ka unu ke:gara amwi atario unu ke:gura, niwe ka:ika ati, 
REV.3.8	Nimenyere ebikorwa byao. Rora, natee orwigi runu rwiguye imbere yao, amwi omu:nu wo:ne atakutura kwigara. Nimenyere ati, uri na managa mato:to, nugwata omusango gwani, amwi ute:ga:nire esi:na ryani. 
REV.3.9	Rora, banu aba mu rikofyanyisyo rya Syetani, banu abe:toga Bayaudi, ke:nu hatari nibo nawe ababeya, mbe ndibare:ta oku:ja okuramya imbere ye bigere byao, korereki bamenye ati anye nikwendere. 
REV.3.10	Okuba wagwatire omusango gwani ogwo kwigumirisya, anye one ndikurinda usige kwingira mu mwanya gwo kusakwa gunu ogwenda oku:ja ku ca:ro co:ne okubasaka banu be:kae mu ca:ro. 
REV.3.11	Eni:ja bwangu. Rumya cinu uri naco, omu:nu wo:ne asiga kukugegera orutenga rwao. 
REV.3.12	Unu kaiga, ndimukora ŋingi mu yekaru ya Nyamuanga wani, amwi atarisuba kuuruka anja. Anye ndimwandikako risi:na rya Nyamuanga wani, na risi:na ryo musi gwa Nyamuanga wani, nigwo Yerusalemi omuya:ya gunu ogwika okuso:ka ku Nyamuanga wani mu rwire, na risi:na ryani riya:ya. 
REV.3.13	Unu ari no kutwi, nongwe jinu Omwoyo kabwira jikanisa.
REV.3.14	Yandikira intumwa ya ikanisa ya Laodikia ati, Oyo ari Amina no mwimako omwiikanyibwa, no wo kwamba wo kuanga kwa Nyamuanga, niwe ka:ika ati, 
REV.3.15	Nimenyere ebikorwa byao ati, utanyiriye amwi utakubira. Kumba unyiriye amwi nubira. 
REV.3.16	Mbe okuba uri ne:birabira, amwi utanyiriye amwi utakubira enijo:kukutanaka mu kanwa kani. 
REV.3.17	Okuba owaika ati, Ndi muni:bi nani:bire, amwi nitari na cinu nikenere. Ka na utakumenya ati uri mutaka, no wo kufwirwa ecigongo, no mukene, no muofu, na ka uri tuyu. 
REV.3.18	Mbe nikubwire obwenge ati, nugure kwanye ijaabu inu yesibwe mu muriro, korereki uni:be. Ugure na jingubo jinyeru korereki ufware, jiswaro jo buju:re bwao jisige kuboneka. Ugure no muti gwo kubambaga ku me:so gao korereki urore. 
REV.3.19	Enibagonya no kubatongera bo:ne banu enenda. Mbe kome:raga, ute. 
REV.3.20	Rora, nimereguyu ku rwigi enibirikira. Omu:nu wo:ne akongwa oburaka bwani, ne:gura orwigi, anye eningira ku mwene, nindya aamwi nage, no mwene one karya nanye. 
REV.3.21	Unu kaiga ndimuyana okwiyanja aamwi nanye ku citebe ca:ni eco bukama, rwanye one kutyo naigire nininyanja aamwi na Rata ku citebe cae eco bukama. 
REV.3.22	Unu ari no kutwi, nongwe jinu Omwoyo kabwira jikanisa.
REV.4.1	Ejo je:jire jawa, mbe nindora orwigi rwiguyeo mu rwire, no buraka bunu nambire okungwa bwariga rwo bwa iŋombi, nibwaika nanye ati, Rinya anu, nikweresye binu ni busibusi bibeo ejo ariba jawa. 
REV.4.2	Aonao nimba mu Mwoyo. Mbe rora, ecitebe ca iŋoma cariga citeyweo mu rwire, na Unu acinyanjireko. 
REV.4.3	Na Unu ariga acinyanjireko orususo rwae rwariga rwa ribui rya Yasepi ne rya sadio
REV.4.4	Ecitebe co bukama cariga cisingiywe ebitebe byo bukama makumi gabiri na bina. Na ku bitebe ebyo bariga benyanjireko abakaruka makumi gabiri na bana, bafwaye bifwaro byeru, na ku mitwe jebwe bafwae ji:nenga ja jijaabu.
REV.4.5	Na ku citebe eco nijiso:kako ndafi na mabaruka na maraka. Na jitara eta:nu ne:biri jariga nija:ka imbere ye citebe, nijo Myoyo eta:nu ne:biri eja Nyamuanga. 
REV.4.6	Na imbere ye citebe ca iŋoma nindora inu isusene nyanja ya marore rwa kirisitalo.
REV.4.7	Intyanyi yo kwamba yariga ni:susana rwa intare. Intyanyi ya kabiri ni:susana rwe cinyara. Intyanyi ya kasatu yariga no busu nibususana rwo bwo mu:nu. Na intyanyi ya kana yariga ni:susana rwa iŋona inu eiguruka. 
REV.4.8	Na jintyanyi ejo ena jariga jiri na mababa gata:nu na rimwi jiswirire, jariga jiswirire ame:so mbara jo:ne na munda. Amwi jitana bwisisyo bwa mwoyo mu mwisi na mu ngeta nija:ika ati, Mweru, Mweru, Mweru, Ratabugenyi Nyamuanga, unu katura byone, niwe unu arigao na unu ariwo na unu aribao.
REV.4.9	Mbe jintyanyi ejo ariba jamuyana rikusyo ne cibaro no kusi:ma Oyo enyanjire ku citebe ca iŋoma, unu ari muanga kajanende na kajanende, 
REV.4.10	Mbe niwo abakaruka amakumi agabiri na:bana bari:nama imbere yo:yo enyanjire ku citebe ca iŋoma, nibaramya Oyo ari muanga kajanende na kajanende, nibe:sa ji:nenga jebwe imbere ye citebe, niba:ika ati, 
REV.4.11	Awe Ratabugenyi na Nyamuanga weswe, awe wiire okuramira rikusyo ne cibaro no buinga, okuba awe wayangire byone, nibiyangwa nibibao kurwo kwenda kwao.
REV.5.1	Mu kuboko kwa oyo ariga enyanjire ku citebe ca iŋoma nindora ecitabo cinu candikire munda na inguru ciboyerwe ne biboyero bita:nu na bibiri. 
REV.5.2	Nindora maraika wa managa naragirisya na buraka bunene ati, ?Niga unu e:ire okuramburura ecitabo no kusurumura ebiboyero byendeko bita:nu na bibiri? 
REV.5.3	Atabeeo mu:nu mu rwire, nakabee ari mu ca:ro, nakabee ari emwaro ye ca:ro, unu aturire okuciramburura amwi kucirore:rera. 
REV.5.4	Anye nindira muno, okuba atabonekereo unu e:ire okuramburura ecitabo amwi kucirore:rera.
REV.5.5	Oumwi ku bakaruka nambwira ati, Siga kurira. Rora Intare ya mu ruganda rwa Yuda, niwe risina rya Daudi, aigire ke:ire okuramburura ecitabo no kusurumura ebiboero byaco bita:nu na bibiri. 
REV.5.6	Aagati ye citebe ne ya jintyanyi ena, na aagati ya bakaruka nindora Omwana wa Ina:ma e:mereguyu, ari ati e:tirwe, ariga:ri na maembe gata:nu na gabiri, na me:so gata:nu na gabiri, nijo Myoyo eta:nu ne:biri eja Nyamuanga, jinu ejitumwa mu ca:ro co:ne. 
REV.5.7	Naja naso:sya ecitabo mu kuboko kwe buryo okwa oyo enyanjire ku citebe ca iŋoma.
REV.5.8	Wejire agega ecitabo, jintyanyi ejo na bakaruka amakumi agabiri na:bana nibe:nama imbere yo Mwana wa Ina:ma, buri umwi ariga:ri na ritungu, ne bibiga bya jijaabu binu bi:juye emigaju, nikwo okusabwa kwa be:ru. 
REV.5.9	Nibemba orwimbo oruya:ya, niba:ika ati, Awe wiire okugega ecitabo no kusurumura ebiboero byaco, okuba we:tirwe, nu:gurira Nyamuanga aba:nu ba mu ŋanda jo:ne, na mu nyaika jo:ne, na mu nyami jo:ne ja ba:nu, na mu maanga go:ne, kurwa manyinga gao, 
REV.5.10	Nu:bakora bukama na bagabisi ku Nyamuanga weswe. Na ka baritunga ku ca:ro. Okuku:ibwa kwo Mwana wa Ina:ma 
REV.5.11	Nindora, ninungwa oburaka bwa bamaraika banu basingiye ecitebe ca iŋoma na jintyanyi na bakaruka, no bwafu bwebwe bariga bari bisira ekumi kwiya bisira ekumi, na bisira kwiya bisira. 
REV.5.12	Niba:ika na buraka bunene ati, Omwana wa Ina:ma unu e:tirwe e:ire okuyabwa obuinga, no buni:bi, no bwenge, na managa, ne cibaro, na rikusyo, na ribando. 
REV.5.13	Ninungwa ebiangwa byone binu biri mu rwire, na binu biri ku ca:ro na binu biri emwaro ye ca:ro, ne bya ku nyanja, na binu birimo byone, nimbyungwa nibyaika ati, Oyo enyanjire ku citebe ca iŋoma no Mwana wa Ina:ma bayabwega ribando, ne cibaro, na rikusyo, no buinga, kajanende na kajanende. 
REV.5.14	Jintyanyi ena nija:ika ati, Amina. Na bakaruka amakumi agabiri na:bana nibe:nama nibaramya.
REV.6.1	Nindora anu Mwana wa Ina:ma asurumuye eciboero cimwi ca ku bita:nu na bibiri. Ninungwa intyanyi imwi kwina, niyaika rwo buraka bwa ribaruka ati, Ija. 
REV.6.2	Mbe nindora ifarasi nyeru, na unu enyanjireko ari no bukoma. Nayabwa orutenga, nagenda okuiga, naiga.
REV.6.3	Wejire asurumura eciboero ca kabiri, ninungwa intyanyi ya kabiri niyaika ati, Ija. 
REV.6.4	Ni:so:kayo ifarasi indi inu iri nukurasi. Na unu ariga ainyanjireko nayabwa okuso:syao murembe ku ca:ro, ka be:tane abene:ra. Nayabwa ecinyambutu cinene.
REV.6.5	Wejire asurumura eciboero ca kasatu, ninungwa intyanyi ya kasatu niyaika ati, Ija. Mbe nindora ifarasi nyirafuru. Na unu ariga ainyanjireko ariga:ri ne cirengero mu kuboko kwae. 
REV.6.6	Ninungwa rwo buraka aagati ya jintyanyi ena nibwaika ati, Risengo rya ingano na isiringi. Masengo gasatu ga isairi na isiringi, nawe wasiga kunyamura amafuta na manji ga matwasyo.
REV.6.7	Wejire asurumura eciboero ca kana, ninungwa oburaka bwa intyanyi ya kana niyaika ati, Ija. 
REV.6.8	Mbe nindora ifarasi nyererefwe, na unu ariga ainyanjireko risi:na ryae Rufu, na Ebwire ni:muru:ba. Nibayabwa amanaga kwiba:ra rya kana rye ca:ro, be:te ne cinyambutu na injara, no rufu, na matyanyi ga i:si.
REV.6.9	Wejire asurumura eciboero ca kana, nindora emyoyo ja banu be:tirwe kurwo Musango gwa Nyamuanga, na kurwo kwimako kunu bariga banakwo, nimbarora emwaro ye cigabiro. 
REV.6.10	Nibaikirira inguru na buraka bunene ati, Awe Ratabugenyi, omweru no we cimari, ?urikingya:ri okurema okuramura banu be:kae ku:si no kubasubisya orusi:ma kurwa manyinga geswe? 
REV.6.11	Nibayabwa buri munu ecifwaro ce:ru, nibabwirwa okwisya omwoyo rindi mwanya muto:to, kukinga buku:mire obukumi bwa bagaya be:ja:bo, no bwa ba:na ba:bo banu abajo:kwitwa rwa bene one.
REV.6.12	Wejire asurumura eciboyero ca kata:nu na cimwi, nindora nicibao eciyararo cinene. Risu:ba ndi:rabura rwo mwenda gwo bwose, no kwesi kwone nikuba rwa manyinga. 
REV.6.13	Na jinjota ja mu rwire nijigwa ku:si, rwo mutini gunu ogusingisibwa omuyaga mwafu niguragasya amaorofya gagwo. 
REV.6.14	No rwire niruso:kao rwo mufunjo gwe citabo kutyo ogusingwa. Ne bi:ma byone na masinga go:ne nibiso:sibwa ewabyo. 
REV.6.15	Na bakama be ca:ro, na be cibaro, na bakuru bo buremo, na bani:bi, na ba managa, na bagaya fco:ne na be ci:bure bo:ne, nibe:ibisa mu nsenga na mu mabui ga mu bi:ma. 
REV.6.16	Nibabwira ebi:ma na mabui ati, nimucigwire, mucibise mu me:so go:yo enyanjire ku citebe ca iŋoma na mwisungu ryo Mwana wa ina:ma, 
REV.6.17	okuba orusiku orukuru orwa risungu ryae rwakingire, ?mbe ka niga unu katura okwimereguruwo?
REV.7.1	Ejo jejire jawa nindora bamaraika bana be:mereguyu ku sonde ena eja i:si, bagwatire emiyaga ena eja i:si, muyaga gwone gusige kuyemba ku:si, amwi ku nyanja, amwi kwiti ryone. 
REV.7.2	Nindora maraika oundi narinya okuso:ka ebuturuka, ari no runyamo rwa Nyamuanga omuanga. Na:ikirira inguru na buraka bunene, nabwira bamaraika abana banu bayabirwe okunyamura i:si na inyanja, 
REV.7.3	na:ika ati, Mwasiga kunyamura i:si, amwi inyanja, amwi amati, kukinga anu cirimara okutako orunyamo abagaya ba Nyamuanga weswe ku bisu:su byebwe.
REV.7.4	Ninungwa obukumi bwebwe banu bateyweko orunyamo, bariga bari 144,000 banu baso:kere mu ŋanda jo:ne ja ba:na ba Isiraeli.
REV.7.5	Aba mu ruganda rwa Yuda bateyweko runyamo 12,000,
REV.7.5	Na ba mu ruganda rwa Rubeni 12,000
REV.7.5	Na ba mu ruganda rwa Gadi 12,000
REV.7.6	Na ba mu ruganda rwa Aseri 12,000
REV.7.6	Na ba mu ruganda rwa Nafutali 12,000
REV.7.6	Na ba mu ruganda rwa Manase 12,000
REV.7.7	Na ba mu ruganda rwa Simeoni 12,000
REV.7.7	Na ba mu ruganda rwa Lawi 12,000
REV.7.7	Na ba mu ruganda rwa Isakari 12,000
REV.7.8	Na ba mu ruganda rwa Jabuloni 12,000
REV.7.8	Na ba mu ruganda rwa Yusufu 12,000
REV.7.8	Na ba mu ruganda rwa Benjamini 12,000.
REV.7.9	Ejo je:jire jawa, mbe nindora cise cinene cinu omu:nu wo:ne atakutura kubara, banu baso:kere mu maanga go:ne na mu ŋanda jo:ne na mu ba:nu ba nyami jo:ne, na mu nyaika jo:ne. Abo bariga be:mereguyu imbere ye citebe ca iŋoma na imbere yo Mwana wa ina:ma, bafwae ebifwaro ebyeru, bari na matabi ga makinda mu maboko gebwe. 
REV.7.10	Niba:ikirira inguru na buraka bunene niba:ika ati, Omweruro guri na Nyamuanga weswe unu enyanjire ku citebe ca iŋoma, ka guri no Mwana wa Ina:ma. 
REV.7.11	Na bamaraika bo:ne banu bariga be:mereguyu basingiye ecitebe ca iŋoma, amwi na bakaruka na jintyanyi ena, nibagwa bwifumbike imbere ye citebe ca iŋoma, nibaramya Nyamuanga, 
REV.7.12	Niba:ika ati, Amina. Nyamuanga weswe abega na ribando na rikusyo, no bwenge, no kusi:ma, ne cibaro, no buinga, na managa, kajanende na kajanende. Amina.
REV.7.13	Oumwi ku bakaruka naindura nambu:sya ati, ?Banu bafwae ebifwaro ebyeru ebyo ni baga, ka abaso:ka a:ki? 
REV.7.14	Ni:mubwira ati, Awe umenyere, Ratabugenyi. Nambwira ati, Banu nibo abaso:ka mu kunya:sibwa okwo kunene, nibo:sya ebifwaro byebwe, nibabyesya mu manyinga go Mwana wa Ina:ma. 
REV.7.15	Kwabakora nibaba imbere ye citebe ca iŋoma ca Nyamuanga, nibamukorera mu mwisi na mu ngeta mu yekaru yae. No:yo enyanjire ku citebe ca iŋoma aribayemera riyema ryae. 
REV.7.16	Batarisuba kurumwa mweko rindi, amwi batarisuba kwitwa bwiro rindi, amwi risu:ba ritaribo:ca, nakabee iri mbita yo:ne. 
REV.7.17	Okuba Omwana wa Ina:ma unu ari aagati ye citebe ca iŋoma niwe aribare:ba, nabatangasya ku binyo bya manji go buanga. Na Nyamuanga aryeya amasiga go:ne mu me:so gebwe.
REV.8.1	Wejire asurumura eciboero ca kata:nu na kabiri, nikaba kajibijibi mu rwire mwanya gwa nusu saa. 
REV.8.2	Nindora bamaraika bata:nu na babiri banu be:mere-guyu imbere ya Nyamuanga. Nibayabwa jiŋombi eta:nu ne:biri. 
REV.8.3	Maraika oundi na:ja ne:mereguru ku cigabiro, ari na impiki ya ijaabu. Nayabwa emigaju myafu, korereki ajisasye no kusabwa kwa be:ru bo:ne ku cigabiro ca ijaabu cinu cariga imbere ye citebe ca iŋoma. 
REV.8.4	Na ingesi yo mugaju ni:so:ka ku kuboko kwa maraika, ni:rinya imbere ya Nyamuanga, aamwi no kusabwa kwa be:ru. 
REV.8.5	Maraika oyo nagega impiki, naijusya omuriro gwa ku cigabiro, naye:sa ku ca:ro. Nigabao amabaruka, na maraka, na jindafi, ne ciyararo. 
REV.8.6	Niwo bamaraika abata:nu na:babiri banu bariga na jiŋombi eta:nu ne:biri nibe:ra:ba okubuma.
REV.8.7	Maraika wo kwamba nabuma iŋombi, ni:ba ŋuba ya mabui no muriro, bisasisye na manyinga, nibyeswa ku ca:ro. Na riba:ra rya kasatu erye ca:ro niriya, na riba:ra rya kasatu erya mati niriya, na manya:si amabisi go:ne nigaya.
REV.8.8	Maraika wa kabiri nabuma iŋombi, eci:nu cinu cisusene ci:ma cinene nice:swa mu nyanja. Na riba:ra rya kasatu erya inyanja niriba manyinga. 
REV.8.9	Nibifwa riba:ra rya kasatu erye bi:nu byo buanga ebya mu nyanja. Na riba:ra rya kasatu erya ma:to nigasimagira.
REV.8.10	Maraika wa kasatu nabuma iŋombi, mbe injota ni:so:ka mu rwire, niyaka rwo rumuri, ni:gwa kwiba:ra rya kasatu erye misima, na ku binyo bya manji. 
REV.8.11	Na risi:na rya injota eyo eritogwa Nyabusungu. Na riba:ra rya kasatu erya manji nigarura, na ba:nu ba:fu nibafwa kurwa manji okuba ga:rusi:bwe.
REV.8.12	Maraika wa kana nabuma iŋombi, na riba:ra rya kasatu erya risu:ba niribumwa, na riba:ra rya kasatu eryo kwesi, na riba:ra rya kasatu erya jinjota, korereki riba:ra ryabyo erya kasatu ribe cisu:te, no mwisi gusige kwatika riba:ra ryagwo erya kasatu, na mu ngeta one kutyo. 
REV.8.13	Nindora ninungwa iŋona ni:guruka aagati yo rwire, niyaika na buraka bunene ati, Jababona, jababona, jababona, emwe banu mwikae ku ca:ro, kurwa maraka ga jiŋombi ja bamaraika abasatu banu baja okubuma.
REV.9.1	Maraika wa kata:nu nabuma iŋombi, nindora injota ni:so:ka mu rwire ni:gwa ku ca:ro. Nayabwa orufunguro rwe ryobo rinu ritana bute:ro. 
REV.9.2	Ne:gura eryobo rinu ritana bute:ro. Ingesi ni:so:ka mu ryobo ni:rinya rwa ingesi ye ryocero rinene muno. Na risu:ba no rutumba nibi:rabura kurwa ingesi ya mu ryobo. 
REV.9.3	Jinsige nijiso:ka mu ngesi nijija ku ca:ro, nijiyanwa amanaga, rwa jinge ja mu:si kutyo jiri na managa. 
REV.9.4	Nijibwirwa ati, musige kunyamura obunya:si bwa i:si, nakabee ciri ci:nu co:ne cibisi, nakabee riri eti ryone, tari aba:nu era banu batana runyamo rwa Nyamuanga ku bisu:su byebwe. 
REV.9.5	Nijiyanwa okuba-nya:sya me:si gata:nu, nawe jisige kube:ta. Okuruma kwajo kwariga rwo kuruma kwa inge kutyo eiruma omu:nu. 
REV.9.6	Na mu siku ijo aba:nu bariyenja okufwa, nawe batarikubona na katyari. Baryenda okufwa, no kufwa kuribe:ruka.
REV.9.7	No rususo rwa jinsige jasusanaga na jifarasi jinu ejiba jimaririye okurwana oburemo. Jariga jifwae ku mitwe rwa ji:nenga jinu ejisusana na ijaabu, no busu bwajo nibususana rwo busu bwa ba:nu. 
REV.9.8	Ka jariga na jifwiri rwa jifwiri ja bagasi, na me:no gajo gariga rwa ga jintare. 
REV.9.9	Jariga jifwae mu cifuba rwe bifwaro bye cu:ma. Oburaka bwa mababa gajo bwariga rwo buraka bwa magari ga jifarasi nyafu jinu ejigona okuja ku buremo. 
REV.9.10	Jiri ne mikira na jimbore:ra jinu ejisusana rwe ja jinge. Jariga na managa mu mikira jajo go kurumira aba:nu me:si gata:nu. 
REV.9.11	Jariga no mukama wajo, niwe maraika we ryobo rinu ritana bute:ro. Risi:na ryae mu Cieburania natogwa Abadoni, na mu Cigiriki natogwa Apolioni. 
REV.9.12	Inya:ko yo kwamba yaturire. Rora, jica:ja jinya:ko ebiri, emisango jinu ariba jawa.
REV.9.13	Maraika wa kata:nu na umwi nabuma iŋombi, ninungwa oburaka bunu bwaso:kere mu sonde ena eje cigabiro ca ijaabu cinu ciri imbere ya Nyamuanga. 
REV.9.14	Nibubwira maraika wa kata:nu na umwi unu ariga na iŋombi ati, Surumura bamaraika abana banu baboerwe ku musima omunene gunu ogutogwa Efurati. 
REV.9.15	Bamaraika abana abo nibasurumurwa, banu be:ra:biywe isaa, no rusiku, no kwesi, no mwaka, korereki be:tega riba:ra rya kasatu erya ba:nu. 
REV.9.16	No bukumi bwe bise bya basirikare banu barinyire ku farasi bariga bisira makumi gabiri kwiya bisira ekumi. Ninungwa obukumi bwebwe. 
REV.9.17	Nikwo kutyo narorere jifarasi mu ciroro, na banu bariga bajinyanjireko bafwae mu cifuba ebifwaro bye byuma bitukurasi rwo muriro, ne byo rwisi:si,
REV.9.18	Riba:ra rya kasatu erya ba:nu be:tirwe na jinya:ko esatu jinu, omuriro na ingesi ne cibiriti, jinu jaso:kere mu kanwa kajo. 
REV.9.19	Okuba amanaga ga jifarasi ejo gari mu kanwa kajo na mu mikira jajo. Okuba emikira jajo ejisusana rwa jinjoka, jiri ne mitwe jinu ejiruma.
REV.9.20	Na ba:nu banu basigaeo, banu bate:tirwe mu nya:ko ejo, batatee bikorwa bya maboko gebwe, amwi batasigire okuramya emisambwa, ne bisusano bya jijaabu ne bya jimpirya, ne bye byuma, ne bya mabui, ne bya mati, binu bitakutura kurora amwi kungwa, amwi kuribata. 
REV.9.21	Nibarema okuta mu bwiti bwebwe, amwi mu maiku gebwe, amwi mu buromesi bwebwe, amwi mu bwifi bwebwe.
REV.10.1	Nindora maraika oundi owa managa ne:ka okuso:ka mu rwire afwae eri:re. Ariga:ri na rikoma-rya-basi ku mutwe gwae, no busu bwae bwariga rwa risu:ba, na maguru gae gariga rwa jiŋingi jo muriro. 
REV.10.2	Ariga:ri na akatabo kafumbuye mu kuboko kwae. Nataja ku nyanja no kuguru kwae okwe buryo, na ku ca:ro no kuguru kwae okwe bumosi. 
REV.10.3	Na:ikirira inguru na buraka bunene rwa intare kutyo eibu:ta. Wejire a:ikirira inguru, amabaruka gata:nu na:gabiri niga:ika na maraka gago. 
REV.10.4	Amabaruka agata:nu gabiri wejire ga:ika na: maraka gago, nariga ninja okwandika. Mbe ninungwa oburaka nibuso:ka mu rwire, nibwaika ati, Boya jinu amabaruka agata:nu na:gabiri ga:ika, amwi utajandika. 
REV.10.5	Maraika unu narorere e:mereguyu ku nyanja na ku ca:ro, ne:namusya okuboko kwae okwe buryo nakurore:resya mu rwire. 
REV.10.6	Naraira ku Unu ari muanga kajanende na kajanende, Unu ayangire orwire na binu birimo, ne ca:ro na binu birimo, na inyanja na binu birimo, naraira ati, Omwanya gutacariwo rindi, 
REV.10.7	Nawe mu siku ja maraika wa kata:nu na kabiri, ariba aja okubuma, niwo obumbise bwa Nyamuanga nibuku:mira, rwa kutyo ababwiriye abagaya bae, nibo abaragi.
REV.10.8	Oburaka bunu nonguywe nibuso:ka mu rwire nibusuba okumbwira ati, Genda ugege akatabo akafumbuye mu kuboko kwa maraika unu e:mereguyu ku nyanja na ku ca:ro. 
REV.10.9	Ningenda ku maraika, nambwira ati, Gega ukamire, akajo:kurura munda yao, nawe mu kanwa kao akajo:kunuri:rira rwo bu:ki. 
REV.10.10	Ningega akatabo mu kuboko kwa maraika ninkamira. Nikanuri:rira rwo bu:ki mu kanwa ka:ni. Wejire nakarya, inda ya:ni ni:rura kabukabu. 
REV.10.11	Nambwira ati, Kukwiire okuraga rindi ebya ba:nu ba nyami nyafu, na maanga ma:fu na nyaika nyafu, nebya bakama ba:fu.
REV.11.1	Nanana risa:ru ryo kurengera, rinu ryasusene na i:simbo, nambwira ati, Imuka urenge iyekaru ya Nyamuanga, ne cigabiro na banu abaramisyamo. 
REV.11.2	No rubanja runu ruri aanja ya iyekaru, urusige aanja, amwi wasiga kururenga, okuba rwayabirwe aba:maanga, no musi omweru barigutajirira me:si makumi gana na gabiri.
REV.11.3	Nanye ndibayana abokwimako ba:ni babiri okuraga, barage siku cisira cimwi na magana gabiri na makumi gata:nu na rimwi (1,260) bafwae amagunira. 
REV.11.4	Abo ni mijeituni ebiri na jitara ebiri jinu ji:mereguyu imbere ya Ratabugenyi we ca:ro. 
REV.11.5	Mbe omu:nu wo:ne akenda okubakora kubi:bi, omuriro guriso:ka mu kanwa kebwe, nigumara abaremo bebwe. Omu:nu wo:ne unu kenda okubakora kubi:bi, nikwo kutyo one kumwiire okwitwa. 
REV.11.6	Abo bari no buinga bwo kwigara orwire, iŋuba isigega kugwa mu siku jo kuraga kwebwe. Ka bari no buinga bwo kucu:sya amanji kuba manyinga, no kunya:sya eca:ro ne binya:syo bya nyami jo:ne, mu mwanya gwone rwa kutyo baryenda. 
REV.11.7	Mbe ariba bamara okwimako kwebwe, niwo rityanyi rinu eriso:ka mu ryobo rinu ritana bute:ro ririrwana nabo, niribaiga, niribe:ta. 
REV.11.8	Ne bitundu byebwe biriba mwiparapara ryo musi omunene gunu ogutogerwa mu byo mwoyo ati, Sodoma na Misiri, niyo eyo na Ratabugenyi abambiywe ku musaraba. 
REV.11.9	Mbe aba:nu ba nyami nyafu, na ba mu ŋanda, na ba mu nyaika nyafu, na ba:maanga barirora ebitundu byebwe siku esatu na nusu, amwi batari:kirisya bitundu byebwe okweswa mu fwa. 
REV.11.10	Na banu be:kae mu ca:ro barikonderwa kurwebwe, nibasandaba, ka barigenyanya emigemu, okuba abaragi abo babiri banya:syaga banu be:kae ku ca:ro. 
REV.11.11	Siku esatu na nusu jejire je:ya, omwoyo gwo buanga gunu gwaso:kere ku Nyamuanga nigubengiramo, nibe:mereguru, obu:ba bwafu nibubagwata banu babarorere. 
